Source,URL
the original,http://www.thedailystar.net/newDesign/news-details.php?nid=139787
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-467
"""Bangladeshi Climber Shares Her Spiritual Journey for the Women of Her Country""",https://web.archive.org/web/20191119031640/https://www.nationalgeographic.com/adventure/adventure-blog/2016/05/27/bangadeshi-climber-wasfia-nazreen-shares-her-spiritual-journey-for-the-women-of-her-country/
the original,https://www.nationalgeographic.com/adventure/adventure-blog/2016/05/27/bangadeshi-climber-wasfia-nazreen-shares-her-spiritual-journey-for-the-women-of-her-country/
^,https://en.wikipedia.org/wiki/Bangladesh#cite_ref-468
"""Wasfia Nazreen becomes first Bangladeshi to summit K2""",https://www.thedailystar.net/life-living/news/wasfia-nazreen-becomes-first-bangladeshi-summit-k2-3076801
The Daily Star,https://en.wikipedia.org/wiki/The_Daily_Star_(Bangladesh)
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-81-7648-469-5,https://en.wikipedia.org/wiki/Special:BookSources/978-81-7648-469-5
"Baxter, Craig",https://en.wikipedia.org/wiki/Craig_Baxter
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-8133-3632-9,https://en.wikipedia.org/wiki/Special:BookSources/978-0-8133-3632-9
OCLC,https://en.wikipedia.org/wiki/OCLC_(identifier)
47885632,https://search.worldcat.org/oclc/47885632
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-1-139-50257-3,https://en.wikipedia.org/wiki/Special:BookSources/978-1-139-50257-3
Understanding Bangladesh,https://books.google.com/books?id=FD2KzBG1ejwC
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-231-70143-3,https://en.wikipedia.org/wiki/Special:BookSources/978-0-231-70143-3
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-93-91125-37-0,https://en.wikipedia.org/wiki/Special:BookSources/978-93-91125-37-0
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-93-5009-426-6,https://en.wikipedia.org/wiki/Special:BookSources/978-93-5009-426-6
"The Partition of Bengal and Assam, 1932-1947: Contour of Freedom",https://books.google.com/books?id=in1_AgAAQBAJ
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-1-134-33274-8,https://en.wikipedia.org/wiki/Special:BookSources/978-1-134-33274-8
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-81-7100-928-2,https://en.wikipedia.org/wiki/Special:BookSources/978-81-7100-928-2
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-8223-5304-1,https://en.wikipedia.org/wiki/Special:BookSources/978-0-8223-5304-1
doi,https://en.wikipedia.org/wiki/Doi_(identifier)
10.1007/978-3-319-58538-3_7-1,https://doi.org/10.1007%2F978-3-319-58538-3_7-1
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-3-319-58538-3,https://en.wikipedia.org/wiki/Special:BookSources/978-3-319-58538-3
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
0-230-23183-7,https://en.wikipedia.org/wiki/Special:BookSources/0-230-23183-7
Bibcode,https://en.wikipedia.org/wiki/Bibcode_(identifier)
2017EnPro.110..611I,https://ui.adsabs.harvard.edu/abs/2017EnPro.110..611I
doi,https://en.wikipedia.org/wiki/Doi_(identifier)
10.1016/j.egypro.2017.03.193,https://doi.org/10.1016%2Fj.egypro.2017.03.193
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-1-84774-052-6,https://en.wikipedia.org/wiki/Special:BookSources/978-1-84774-052-6
"The Spectral Wound: Sexual Violence, Public Memories, and the Bangladesh War of 1971",https://books.google.com/books?id=JjUWrgEACAAJ
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-8223-5949-4,https://en.wikipedia.org/wiki/Special:BookSources/978-0-8223-5949-4
OCLC,https://en.wikipedia.org/wiki/OCLC_(identifier)
156800811,https://www.worldcat.org/oclc/156800811
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
0-521-04985-7,https://en.wikipedia.org/wiki/Special:BookSources/0-521-04985-7
"""The educational system in Bangladesh and scope for improvement""",https://www.winona.edu/socialwork/Media/Prodhan%20The%20Educational%20System%20in%20Bangladesh%20and%20Scope%20for%20Improvement.pdf
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-674-72864-6,https://en.wikipedia.org/wiki/Special:BookSources/978-0-674-72864-6
OCLC,https://en.wikipedia.org/wiki/OCLC_(identifier)
4638928,https://search.worldcat.org/oclc/4638928
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-1-136-92624-2,https://en.wikipedia.org/wiki/Special:BookSources/978-1-136-92624-2
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-1-317-30877-5,https://en.wikipedia.org/wiki/Special:BookSources/978-1-317-30877-5
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-521-86174-8,https://en.wikipedia.org/wiki/Special:BookSources/978-0-521-86174-8
doi,https://en.wikipedia.org/wiki/Doi_(identifier)
10.50907/jicad.14.0_20,https://doi.org/10.50907%2Fjicad.14.0_20
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
984-512-337-6,https://en.wikipedia.org/wiki/Special:BookSources/984-512-337-6
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
984-32-0585-5,https://en.wikipedia.org/wiki/Special:BookSources/984-32-0585-5
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-520-07665-5,https://en.wikipedia.org/wiki/Special:BookSources/978-0-520-07665-5
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-1-4438-6854-9,https://en.wikipedia.org/wiki/Special:BookSources/978-1-4438-6854-9
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-19-597908-4,https://en.wikipedia.org/wiki/Special:BookSources/978-0-19-597908-4
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-8078-7733-3,https://en.wikipedia.org/wiki/Special:BookSources/978-0-8078-7733-3
ISBN,https://en.wikipedia.org/wiki/ISBN_(identifier)
978-0-275-95347-8,https://en.wikipedia.org/wiki/Special:BookSources/978-0-275-95347-8
Government,https://bangladesh.gov.bd
Presidency,https://bangabhaban.gov.bd
Chief Adviser,https://cao.gov.bd
Cabinet,https://cabinet.gov.bd
Parliament,https://www.parliament.gov.bd
Supreme Court,https://www.supremecourt.gov.bd
Statistics,http://nsds.bbs.gov.bd/en
Bangladesh Bureau of Statistics,https://en.wikipedia.org/wiki/Bangladesh_Bureau_of_Statistics
"""History""",https://bffwt.portal.gov.bd/sites/default/files/files/bffwt.portal.gov.bd/page/e2b55969_0e0c_4337_bb4e_ddcc801df7db/History%2520of%2520Bangladesh%2520(4).docx
Beautiful Bangladesh,https://beautifulbangladesh.gov.bd
Wikimedia Atlas of Bangladesh,https://commons.wikimedia.org/wiki/Atlas_of_Bangladesh
Bangladesh,https://www.openstreetmap.org/relation/184640
OpenStreetMap,https://en.wikipedia.org/wiki/OpenStreetMap
Library resources,https://en.wikipedia.org/wiki/Wikipedia:The_Wikipedia_Library
Resources in your library,https://ftl.toolforge.org/cgi-bin/ftl?st=wp&su=Bangladesh
Resources in other libraries,https://ftl.toolforge.org/cgi-bin/ftl?st=wp&su=Bangladesh&library=0CHOOSE0
Key Development Forecasts for Bangladesh,https://ifs.du.edu/ifs/frm_CountryProfile.aspx?Country=BD
International Futures,https://en.wikipedia.org/wiki/International_Futures
v,https://en.wikipedia.org/wiki/Template:Bangladesh_topics
t,https://en.wikipedia.org/wiki/Template_talk:Bangladesh_topics
e,https://en.wikipedia.org/wiki/Special:EditPage/Template:Bangladesh_topics
Bangladesh,https://en.wikipedia.org/wiki/Bangladesh
articles,https://en.wikipedia.org/wiki/Outline_of_Bangladesh
History,https://en.wikipedia.org/wiki/History_of_Bangladesh
Timeline,https://en.wikipedia.org/wiki/Timeline_of_Bangladeshi_history
Outline,https://en.wikipedia.org/wiki/Outline_of_Bangladesh#History_of_Bangladesh
Topics,https://en.wikipedia.org/wiki/List_of_Bangladesh-related_topics
Bengal,https://en.wikipedia.org/wiki/History_of_Bengal
Aviation,https://en.wikipedia.org/wiki/History_of_aviation_in_Bangladesh
Literature,https://en.wikipedia.org/wiki/Bengali_literature
Military,https://en.wikipedia.org/wiki/Military_history_of_Bangladesh
Maritime,https://en.wikipedia.org/wiki/Maritime_history_of_Bengal
Postal,https://en.wikipedia.org/wiki/Postage_stamps_and_postal_history_of_Bangladesh
Rulers,https://en.wikipedia.org/wiki/List_of_rulers_of_Bengal
Cyclones,https://en.wikipedia.org/wiki/List_of_Bangladesh_tropical_cyclones
Years,https://en.wikipedia.org/wiki/List_of_years_in_Bangladesh
Vedic period,https://en.wikipedia.org/wiki/Vedic_period
Anga,https://en.wikipedia.org/wiki/Anga
Vanga,https://en.wikipedia.org/wiki/Vanga_kingdom
Pundra,https://en.wikipedia.org/wiki/Pundra_Kingdom
Suhma kingdom,https://en.wikipedia.org/wiki/Suhma_kingdom
Magadha,https://en.wikipedia.org/wiki/Magadha_(Mahajanapada)
Pradyota,https://en.wikipedia.org/wiki/Pradyota_dynasty
Shaishunaga,https://en.wikipedia.org/wiki/Shaishunaga_dynasty
Nanda,https://en.wikipedia.org/wiki/Nanda_Empire
Gangaridai,https://en.wikipedia.org/wiki/Gangaridai
Maurya Empire,https://en.wikipedia.org/wiki/Maurya_Empire
Shunga Empire,https://en.wikipedia.org/wiki/Shunga_Empire
Kanva dynasty,https://en.wikipedia.org/wiki/Kanva_dynasty
Gupta Empire,https://en.wikipedia.org/wiki/Gupta_Empire
Gauda Kingdom,https://en.wikipedia.org/wiki/Gauda_Kingdom
Pala,https://en.wikipedia.org/wiki/Pala_Empire
Kamboja,https://en.wikipedia.org/wiki/Kamboja_Pala_dynasty
Sena,https://en.wikipedia.org/wiki/Sena_dynasty
Islamic rulers,https://en.wikipedia.org/wiki/Islamic_rulers_in_the_Indian_subcontinent
Delhi Sultanate,https://en.wikipedia.org/wiki/Delhi_Sultanate
Khalji dynasty,https://en.wikipedia.org/wiki/Khalji_dynasty
Bengal Sultanate,https://en.wikipedia.org/wiki/Bengal_Sultanate
Sur Empire,https://en.wikipedia.org/wiki/Sur_Empire
Baro-Bhuyan,https://en.wikipedia.org/wiki/Baro-Bhuyan
Mughal period:,https://en.wikipedia.org/wiki/Mughal_Empire
Bengal Subah,https://en.wikipedia.org/wiki/Bengal_Subah
Nawabs of Bengal,https://en.wikipedia.org/wiki/Nawabs_of_Bengal
Battle of Plassey,https://en.wikipedia.org/wiki/Battle_of_Plassey
Colonial,https://en.wikipedia.org/wiki/History_of_the_British_Raj
Portuguese Bengala,https://en.wikipedia.org/wiki/Portuguese_settlement_in_Chittagong
Famine of 1770,https://en.wikipedia.org/wiki/Great_Bengal_famine_of_1770
Sepoy Rebellion,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857
Bengal Renaissance,https://en.wikipedia.org/wiki/Bengal_Renaissance
Partition of Bengal (1905),https://en.wikipedia.org/wiki/Partition_of_Bengal_(1905)
Prime Minister of Bengal,https://en.wikipedia.org/wiki/Prime_Minister_of_Bengal
Lahore Resolution,https://en.wikipedia.org/wiki/Lahore_Resolution
Famine of 1943,https://en.wikipedia.org/wiki/Bengal_famine_of_1943
Direct Action Day,https://en.wikipedia.org/wiki/Direct_Action_Day
Partition of Bengal (1947),https://en.wikipedia.org/wiki/Partition_of_Bengal_(1947)
East Pakistan,https://en.wikipedia.org/wiki/East_Pakistan
Language Movement,https://en.wikipedia.org/wiki/Bengali_language_movement
Legislative election in 1954,"https://en.wikipedia.org/wiki/East_Bengali_legislative_election,_1954"
Six point movement,https://en.wikipedia.org/wiki/Six_point_movement
1969 Uprising,https://en.wikipedia.org/wiki/1969_Mass_uprising_in_East_Pakistan
General election in 1970,"https://en.wikipedia.org/wiki/Pakistani_general_election,_1970"
Proclamation of Independence,https://en.wikipedia.org/wiki/Proclamation_of_Bangladeshi_Independence
Bangladesh Liberation War,https://en.wikipedia.org/wiki/Bangladesh_Liberation_War
Provisional Government,https://en.wikipedia.org/wiki/Provisional_Government_of_Bangladesh
Genocide,https://en.wikipedia.org/wiki/1971_Bangladesh_genocide
Rape,https://en.wikipedia.org/wiki/Rape_during_the_Bangladesh_Liberation_War
Timeline,https://en.wikipedia.org/wiki/Timeline_of_the_Bangladesh_Liberation_War
People's Republic ofBangladesh,https://en.wikipedia.org/wiki/History_of_Bangladesh_(1971%E2%80%93present)
Famine of 1974,https://en.wikipedia.org/wiki/Bangladesh_famine_of_1974
Military coups,https://en.wikipedia.org/wiki/Military_coups_in_Bangladesh
1975,https://en.wikipedia.org/wiki/Assassination_of_Sheikh_Mujibur_Rahman
1981,https://en.wikipedia.org/wiki/Assassination_of_Ziaur_Rahman
1982,https://en.wikipedia.org/wiki/1982_Bangladesh_coup_d%27%C3%A9tat
1990 Uprising,https://en.wikipedia.org/wiki/1990_Mass_Uprising_in_Bangladesh
Political crisis in 2006–08,https://en.wikipedia.org/wiki/2006%E2%80%9308_Bangladeshi_political_crisis
Bangladesh Rifles revolt,https://en.wikipedia.org/wiki/Bangladesh_Rifles_revolt
Battle of Begums,https://en.wikipedia.org/wiki/Battle_of_Begums
Protests in 2013,https://en.wikipedia.org/wiki/2013_Bangladesh_violence
Student–People's uprising,https://en.wikipedia.org/wiki/Student%E2%80%93People%27s_uprising
Quota reform movement,https://en.wikipedia.org/wiki/2024_Bangladesh_quota_reform_movement
Non-cooperation movement,https://en.wikipedia.org/wiki/Non-cooperation_movement_(2024)
Massacre,https://en.wikipedia.org/wiki/July_massacre
Regional,https://en.wikipedia.org/wiki/Administrative_divisions_of_Bangladesh
Chittagong,https://en.wikipedia.org/wiki/History_of_Chittagong
Dhaka,https://en.wikipedia.org/wiki/History_of_Dhaka
Jessore,https://en.wikipedia.org/wiki/History_of_Jessore
Noakhali,https://en.wikipedia.org/wiki/History_of_Noakhali
Rangpur,https://en.wikipedia.org/wiki/History_of_Rangpur
Sylhet,https://en.wikipedia.org/wiki/History_of_Sylhet
Geography,https://en.wikipedia.org/wiki/Geography_of_Bangladesh
Administrative:,https://en.wikipedia.org/wiki/Administrative_geography_of_Bangladesh
Divisions,https://en.wikipedia.org/wiki/Divisions_of_Bangladesh
Districts,https://en.wikipedia.org/wiki/List_of_districts_of_Bangladesh
Sub-districts,https://en.wikipedia.org/wiki/Upazilas_of_Bangladesh
Cities and towns,https://en.wikipedia.org/wiki/List_of_cities_and_towns_in_Bangladesh
Borders,https://en.wikipedia.org/wiki/Template:Borders_of_Bangladesh
Islands,https://en.wikipedia.org/wiki/Category:Islands_of_Bangladesh
Lakes,https://en.wikipedia.org/wiki/List_of_islands_of_Bangladesh
Mountains,https://en.wikipedia.org/wiki/List_of_mountains_of_Bangladesh
National parks,https://en.wikipedia.org/wiki/List_of_protected_areas_of_Bangladesh#National_Park
Rivers,https://en.wikipedia.org/wiki/List_of_rivers_of_Bangladesh
Bay of Bengal,https://en.wikipedia.org/wiki/Bay_of_Bengal
Bengal Fan,https://en.wikipedia.org/wiki/Bengal_Fan
Chittagong Hill Tracts,https://en.wikipedia.org/wiki/Chittagong_Hill_Tracts
Cox's Bazar,https://en.wikipedia.org/wiki/Cox%27s_Bazar
Ganges Basin,https://en.wikipedia.org/wiki/Ganges_Basin
Ganges Delta,https://en.wikipedia.org/wiki/Ganges_Delta
Hatirjheel,https://en.wikipedia.org/wiki/Hatirjheel
Sundarbans,https://en.wikipedia.org/wiki/Sundarbans
World Heritage Sites,https://en.wikipedia.org/wiki/List_of_World_Heritage_Sites_in_Bangladesh
Politics,https://en.wikipedia.org/wiki/Politics_of_Bangladesh
Government,https://en.wikipedia.org/wiki/Government_of_Bangladesh
President,https://en.wikipedia.org/wiki/President_of_Bangladesh
List,https://en.wikipedia.org/wiki/List_of_presidents_of_Bangladesh
Prime Minister,https://en.wikipedia.org/wiki/Prime_Minister_of_Bangladesh
List,https://en.wikipedia.org/wiki/List_of_prime_ministers_of_Bangladesh
Cabinet,https://en.wikipedia.org/wiki/Cabinet_of_Bangladesh
Elections,https://en.wikipedia.org/wiki/Elections_in_Bangladesh
Election Commission,https://en.wikipedia.org/wiki/Bangladesh_Election_Commission
General elections,https://en.wikipedia.org/wiki/Category:General_elections_in_Bangladesh
Presidential elections,https://en.wikipedia.org/wiki/Presidential_elections_in_Bangladesh
Political parties,https://en.wikipedia.org/wiki/List_of_political_parties_in_Bangladesh
Foreign relations,https://en.wikipedia.org/wiki/Foreign_relations_of_Bangladesh
Foreign policies,https://en.wikipedia.org/wiki/Foreign_policy_of_Bangladesh
Jatiya Sangsad,https://en.wikipedia.org/wiki/Jatiya_Sangsad
Constituencies,https://en.wikipedia.org/wiki/List_of_Parliamentary_constituencies_in_Bangladesh
Speaker,https://en.wikipedia.org/wiki/Speaker_of_the_Jatiya_Sangsad
Local government,https://en.wikipedia.org/wiki/Local_government_in_Bangladesh
City corporations,https://en.wikipedia.org/wiki/List_of_City_Corporations_of_Bangladesh
Municipalities,https://en.wikipedia.org/wiki/List_of_Municipal_Corporations_of_Bangladesh
Upazila Parishads,https://en.wikipedia.org/wiki/Upazilas_of_Bangladesh#Administration
Union councils,https://en.wikipedia.org/wiki/Union_councils_of_Bangladesh
Law,https://en.wikipedia.org/wiki/Laws_in_Bangladesh
Constitution,https://en.wikipedia.org/wiki/Constitution_of_Bangladesh
Judiciary,https://en.wikipedia.org/wiki/Judiciary_of_Bangladesh
Supreme Court,https://en.wikipedia.org/wiki/Supreme_Court_of_Bangladesh
High Court Division,https://en.wikipedia.org/wiki/High_Court_Division
International Crimes Tribunal,https://en.wikipedia.org/wiki/International_Crimes_Tribunal_(Bangladesh)
Chief Justice,https://en.wikipedia.org/wiki/Chief_Justice_of_Bangladesh
Attorney General,https://en.wikipedia.org/wiki/Attorney_General_of_Bangladesh
Human rights,https://en.wikipedia.org/wiki/Human_rights_in_Bangladesh
Forced disappearance,https://en.wikipedia.org/wiki/Forced_disappearance_in_Bangladesh
Freedom of religion,https://en.wikipedia.org/wiki/Freedom_of_religion_in_Bangladesh
LGBT rights,https://en.wikipedia.org/wiki/LGBT_rights_in_Bangladesh
Women,https://en.wikipedia.org/wiki/Women_in_Bangladesh
Military,https://en.wikipedia.org/wiki/Military
enforcement,https://en.wikipedia.org/wiki/Category:Law_enforcement_in_Bangladesh
Armed Forces,https://en.wikipedia.org/wiki/Bangladesh_Armed_Forces
Army,https://en.wikipedia.org/wiki/Bangladesh_Army
Navy,https://en.wikipedia.org/wiki/Bangladesh_Navy
Air Force,https://en.wikipedia.org/wiki/Bangladesh_Air_Force
Paramilitary,https://en.wikipedia.org/wiki/Category:Paramilitary_forces_of_Bangladesh
Border Guard,https://en.wikipedia.org/wiki/Border_Guards_Bangladesh
Coast Guard,https://en.wikipedia.org/wiki/Bangladesh_Coast_Guard
Ansar,https://en.wikipedia.org/wiki/Bangladesh_Ansar
Village Defence Party,https://en.wikipedia.org/wiki/Village_Defence_Party
President Guard Regiment,https://en.wikipedia.org/wiki/President_Guard_Regiment
Special Security Force,https://en.wikipedia.org/wiki/Special_Security_Force
Intelligence,https://en.wikipedia.org/wiki/Bangladeshi_intelligence_community
NSI,https://en.wikipedia.org/wiki/National_Security_Intelligence
DGFI,https://en.wikipedia.org/wiki/Directorate_General_of_Forces_Intelligence
CTIB,https://en.wikipedia.org/wiki/Counter_Terrorism_and_Intelligence_Bureau
Special Branch,https://en.wikipedia.org/wiki/Special_Branch_(Bangladesh)
Police,https://en.wikipedia.org/wiki/Bangladesh_Police
APBn,https://en.wikipedia.org/wiki/Armed_Police_Battalion
CID,https://en.wikipedia.org/wiki/Criminal_Investigation_Department_(Bangladesh)
CTTC,https://en.wikipedia.org/wiki/Counter_Terrorism_and_Transnational_Crime
PBI,https://en.wikipedia.org/wiki/Police_Bureau_of_Investigation
RAB,https://en.wikipedia.org/wiki/Rapid_Action_Battalion
SPBn,https://en.wikipedia.org/wiki/Special_Security_and_Protection_Battalion
Economy,https://en.wikipedia.org/wiki/Economy_of_Bangladesh
Agriculture,https://en.wikipedia.org/wiki/Agriculture_in_Bangladesh
Rice,https://en.wikipedia.org/wiki/Rice_production_in_Bangladesh
Poultry,https://en.wikipedia.org/wiki/Poultry_farming_in_Bangladesh
Fishing,https://en.wikipedia.org/wiki/Fishing_in_Bangladesh
Bangladesh Planning Commission,https://en.wikipedia.org/wiki/Bangladesh_Planning_Commission
Automotive,https://en.wikipedia.org/wiki/Automotive_industry_in_Bangladesh
Ceramics,https://en.wikipedia.org/wiki/Ceramics_industry_in_Bangladesh
Electronics,https://en.wikipedia.org/wiki/Electronics_industry_in_Bangladesh
Food,https://en.wikipedia.org/wiki/Food_industry_in_Bangladesh
Pharmaceutical,https://en.wikipedia.org/wiki/Pharmaceutical_industry_in_Bangladesh
Textile,https://en.wikipedia.org/wiki/Textile_industry_in_Bangladesh
Shipbuilding,https://en.wikipedia.org/wiki/Shipbuilding_in_Bangladesh
Steel,https://en.wikipedia.org/wiki/Steel_industry_in_Bangladesh
Tea production,https://en.wikipedia.org/wiki/Tea_production_in_Bangladesh
Banking,https://en.wikipedia.org/wiki/Banking_in_Bangladesh
Bangladesh Bank (central bank),https://en.wikipedia.org/wiki/Bangladesh_Bank
Bangladeshi taka (currency),https://en.wikipedia.org/wiki/Bangladeshi_taka
Financial system,https://en.wikipedia.org/wiki/Financial_system_in_Bangladesh
Chittagong,https://en.wikipedia.org/wiki/Chittagong_Stock_Exchange
Dhaka,https://en.wikipedia.org/wiki/Dhaka_Stock_Exchange
2011 scam,https://en.wikipedia.org/wiki/2011_Bangladesh_share_market_scam
Energy policy,https://en.wikipedia.org/wiki/Energy_policy_of_Bangladesh
Electricity,https://en.wikipedia.org/wiki/Electricity_sector_in_Bangladesh
Natural gas and petroleum,https://en.wikipedia.org/wiki/Natural_gas_and_petroleum_in_Bangladesh
Nuclear energy,https://en.wikipedia.org/wiki/Nuclear_energy_in_Bangladesh
Renewable energy,https://en.wikipedia.org/wiki/Renewable_energy_in_Bangladesh
Export Processing Zones,https://en.wikipedia.org/wiki/Bangladesh_Export_Processing_Zone_Authority
Forestry,https://en.wikipedia.org/wiki/Forestry_in_Bangladesh
Post,https://en.wikipedia.org/wiki/Bangladesh_Post_Office
Telecommunications,https://en.wikipedia.org/wiki/Telecommunications_in_Bangladesh
Real estate,https://en.wikipedia.org/wiki/Real_estate_in_Bangladesh
Water supply and sanitation,https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_Bangladesh
Poverty,https://en.wikipedia.org/wiki/Poverty_in_Bangladesh
Science and technology,https://en.wikipedia.org/wiki/Science_and_technology_in_Bangladesh
Taxation,https://en.wikipedia.org/wiki/Taxation_in_Bangladesh
Tourism,https://en.wikipedia.org/wiki/Tourism_in_Bangladesh
Transport,https://en.wikipedia.org/wiki/Transport_in_Bangladesh
Airports,https://en.wikipedia.org/wiki/List_of_airports_in_Bangladesh
Airlines,https://en.wikipedia.org/wiki/List_of_airlines_of_Bangladesh
Railway,https://en.wikipedia.org/wiki/Bangladesh_Railway
Roads,https://en.wikipedia.org/wiki/List_of_roads_in_Bangladesh
Ports,https://en.wikipedia.org/wiki/Category:Ports_and_harbours_of_Bangladesh
Society,https://en.wikipedia.org/wiki/Category:Society_of_Bangladesh
Demographics,https://en.wikipedia.org/wiki/Demographics_of_Bangladesh
Ethnic groups,https://en.wikipedia.org/wiki/Ethnic_groups_in_Bangladesh
Bangladeshis,https://en.wikipedia.org/wiki/Bangladeshis
Bengalis,https://en.wikipedia.org/wiki/Bengalis
Names,https://en.wikipedia.org/wiki/Bangladeshi_name
Crime,https://en.wikipedia.org/wiki/Crime_in_Bangladesh
Corruption,https://en.wikipedia.org/wiki/Corruption_in_Bangladesh
Human trafficking,https://en.wikipedia.org/wiki/Human_trafficking_in_Bangladesh
Terrorism,https://en.wikipedia.org/wiki/Terrorism_in_Bangladesh
Education,https://en.wikipedia.org/wiki/Education_in_Bangladesh
Schools,https://en.wikipedia.org/wiki/List_of_schools_in_Bangladesh
Universities,https://en.wikipedia.org/wiki/List_of_universities_in_Bangladesh
Family planning,https://en.wikipedia.org/wiki/Family_planning_in_Bangladesh
Health,https://en.wikipedia.org/wiki/Health_in_Bangladesh
Hunger,https://en.wikipedia.org/wiki/Hunger_in_Bangladesh
Religion,https://en.wikipedia.org/wiki/Religion_in_Bangladesh
Secularism,https://en.wikipedia.org/wiki/Secularism_in_Bangladesh
Society,https://en.wikipedia.org/wiki/Bangladeshi_society
Culture,https://en.wikipedia.org/wiki/Culture_of_Bangladesh
Anthem,https://en.wikipedia.org/wiki/Amar_Sonar_Bangla
Architecture,https://en.wikipedia.org/wiki/Architecture_of_Bangladesh
Art,https://en.wikipedia.org/wiki/Bangladeshi_art
Bangaliana,https://en.wikipedia.org/wiki/Bangaliana
Baul,https://en.wikipedia.org/wiki/Baul
Bangladeshi nationalism,https://en.wikipedia.org/wiki/Bangladeshi_nationalism
Bengalization,https://en.wikipedia.org/wiki/Bengali_nationalism
Calendars,https://en.wikipedia.org/wiki/Bengali_calendars
Cinema,https://en.wikipedia.org/wiki/Cinema_of_Bangladesh
Cuisine,https://en.wikipedia.org/wiki/Bangladeshi_cuisine
Language,https://en.wikipedia.org/wiki/Bengali_language
Libraries,https://en.wikipedia.org/wiki/List_of_libraries_in_Bangladesh
Bengal studies,https://en.wikipedia.org/wiki/Bengal_studies
Literature,https://en.wikipedia.org/wiki/Bengali_literature
Media,https://en.wikipedia.org/wiki/Mass_media_in_Bangladesh
Music,https://en.wikipedia.org/wiki/Music_of_Bangladesh
Public holidays,https://en.wikipedia.org/wiki/Public_holidays_in_Bangladesh
Sports,https://en.wikipedia.org/wiki/Sport_in_Bangladesh
Traditional,https://en.wikipedia.org/wiki/Bengali_traditional_games
Symbols,https://en.wikipedia.org/wiki/National_symbols_of_Bangladesh
Theatre,https://en.wikipedia.org/wiki/Bengali_theatre
Radio stations,https://en.wikipedia.org/wiki/List_of_radio_stations_in_Bangladesh
Television,https://en.wikipedia.org/wiki/Television_in_Bangladesh
Sexuality,https://en.wikipedia.org/wiki/Sexuality_in_Bangladesh
Symbols,https://en.wikipedia.org/wiki/National_symbols_of_Bangladesh
Amar Shonar Bangla,https://en.wikipedia.org/wiki/Amar_Shonar_Bangla
Bangamata,https://en.wikipedia.org/wiki/Bangamata
Bengal fire,https://en.wikipedia.org/wiki/Bengal_fire
Bengal tiger,https://en.wikipedia.org/wiki/Bengal_tiger
Bungalow,https://en.wikipedia.org/wiki/Bungalow
Flag,https://en.wikipedia.org/wiki/Flag_of_Bangladesh
Government Seal,https://en.wikipedia.org/wiki/Government_Seal_of_Bangladesh
Ilish,https://en.wikipedia.org/wiki/Ilish
Jackfruit,https://en.wikipedia.org/wiki/Jackfruit
Kabaddi,https://en.wikipedia.org/wiki/Kabaddi
Bengal cat,https://en.wikipedia.org/wiki/Bengal_cat
Mango tree,https://en.wikipedia.org/wiki/Mangifera_indica
National Emblem,https://en.wikipedia.org/wiki/National_Emblem_of_Bangladesh
National Martyrs' Memorial,https://en.wikipedia.org/wiki/National_Martyrs%27_Memorial
Notuner Gaan,https://en.wikipedia.org/wiki/Notuner_Gaan
Oriental magpie-robin,https://en.wikipedia.org/wiki/Oriental_magpie-robin
Water lily,https://en.wikipedia.org/wiki/Nymphaea_nouchali
Inventions and discoveries,https://en.wikipedia.org/wiki/List_of_Bangladeshi_inventions_and_discoveries
Censorship,https://en.wikipedia.org/wiki/Censorship_in_Bangladesh
Rohingya refugees,https://en.wikipedia.org/wiki/Rohingya_refugees_in_Bangladesh
Outline,https://en.wikipedia.org/wiki/Outline_of_Bangladesh
